"","iteration","n","type","err"
"507",34,5000,"Huber_distr_dc",0.0230459893062557
"508",34,10000,"ols_global",0.0566780449230276
"509",34,10000,"Huber_global",0.0251784369109352
"510",34,10000,"Huber_distr_dc",0.0251836020166308
"511",35,500,"ols_global",0.0586296982654804
"512",35,500,"Huber_global",0.021423211533491
"513",35,500,"Huber_distr_dc",0.0581177559693163
"514",35,1000,"ols_global",0.0578294899467443
"515",35,1000,"Huber_global",0.0225963010511155
"516",35,1000,"Huber_distr_dc",0.0229181320486484
"517",35,2500,"ols_global",0.0660459139743871
"518",35,2500,"Huber_global",0.0246170079540425
"519",35,2500,"Huber_distr_dc",0.0249259404334769
"520",35,5000,"ols_global",0.0682348801174498
"521",35,5000,"Huber_global",0.0236410875134016
"522",35,5000,"Huber_distr_dc",0.0236207475847419
"523",35,10000,"ols_global",0.0549146457954319
"524",35,10000,"Huber_global",0.0206722348428965
"525",35,10000,"Huber_distr_dc",0.0206523011836223
"526",36,500,"ols_global",0.0594296549089878
"527",36,500,"Huber_global",0.0222990911663101
"528",36,500,"Huber_distr_dc",0.0510648873122826
"529",36,1000,"ols_global",0.0581654672357929
"530",36,1000,"Huber_global",0.0219941646500304
"531",36,1000,"Huber_distr_dc",0.0233788364552706
"532",36,2500,"ols_global",0.0611870567066604
"533",36,2500,"Huber_global",0.0212536912350191
"534",36,2500,"Huber_distr_dc",0.0213161366777714
"535",36,5000,"ols_global",0.0563903847015134
"536",36,5000,"Huber_global",0.0262886102584433
"537",36,5000,"Huber_distr_dc",0.0262733592397441
"538",36,10000,"ols_global",0.0563774166969641
"539",36,10000,"Huber_global",0.0227248317094595
"540",36,10000,"Huber_distr_dc",0.022682129787358
"541",37,500,"ols_global",0.0548104305908068
"542",37,500,"Huber_global",0.0256025879455505
"543",37,500,"Huber_distr_dc",0.0632502080449041
"544",37,1000,"ols_global",0.0584849294693943
"545",37,1000,"Huber_global",0.0220366471587588
"546",37,1000,"Huber_distr_dc",0.0223830848818618
"547",37,2500,"ols_global",0.0565907696350671
"548",37,2500,"Huber_global",0.0196587821971138
"549",37,2500,"Huber_distr_dc",0.0198093819834219
"550",37,5000,"ols_global",0.0680054733258773
"551",37,5000,"Huber_global",0.0269872743205036
"552",37,5000,"Huber_distr_dc",0.0271493120258185
"553",37,10000,"ols_global",0.0546007388865699
"554",37,10000,"Huber_global",0.0249258021664943
"555",37,10000,"Huber_distr_dc",0.0249132330893763
"556",38,500,"ols_global",0.0530878267326174
"557",38,500,"Huber_global",0.0243262916430304
"558",38,500,"Huber_distr_dc",0.0498704372632406
"559",38,1000,"ols_global",0.0567946254464946
"560",38,1000,"Huber_global",0.0239453067413363
"561",38,1000,"Huber_distr_dc",0.0257194332985017
"562",38,2500,"ols_global",0.0707799739712289
"563",38,2500,"Huber_global",0.0264248793976951
"564",38,2500,"Huber_distr_dc",0.0264059841030375
"565",38,5000,"ols_global",0.0544119693570815
"566",38,5000,"Huber_global",0.0236997425653269
"567",38,5000,"Huber_distr_dc",0.0237942517753939
"568",38,10000,"ols_global",0.0602176573475646
"569",38,10000,"Huber_global",0.0223274394470209
"570",38,10000,"Huber_distr_dc",0.0223350862818057
"571",39,500,"ols_global",0.0692838139948234
"572",39,500,"Huber_global",0.0221884376114059
"573",39,500,"Huber_distr_dc",0.0455695302503036
"574",39,1000,"ols_global",0.0509798778067665
"575",39,1000,"Huber_global",0.0181637887747995
"576",39,1000,"Huber_distr_dc",0.0200304700504119
"577",39,2500,"ols_global",0.0646239489140694
"578",39,2500,"Huber_global",0.026539980309694
"579",39,2500,"Huber_distr_dc",0.0267189687552107
"580",39,5000,"ols_global",0.057163852334323
"581",39,5000,"Huber_global",0.0225075395513942
"582",39,5000,"Huber_distr_dc",0.0224627979010429
"583",39,10000,"ols_global",0.0547622400249459
"584",39,10000,"Huber_global",0.0233708925579901
"585",39,10000,"Huber_distr_dc",0.0233639575217486
"586",40,500,"ols_global",0.0629601334738521
"587",40,500,"Huber_global",0.0229087573544367
"588",40,500,"Huber_distr_dc",0.0425546493931098
"589",40,1000,"ols_global",0.0503845132549135
"590",40,1000,"Huber_global",0.022057448200009
"591",40,1000,"Huber_distr_dc",0.0215937845762347
"592",40,2500,"ols_global",0.0570976945211246
"593",40,2500,"Huber_global",0.0212190382873635
"594",40,2500,"Huber_distr_dc",0.021121882246452
"595",40,5000,"ols_global",0.0604688407930214
"596",40,5000,"Huber_global",0.0282979975219993
"597",40,5000,"Huber_distr_dc",0.028493458950998
"598",40,10000,"ols_global",0.0566882207405645
"599",40,10000,"Huber_global",0.0232089149553651
"600",40,10000,"Huber_distr_dc",0.023168268846772
"601",41,500,"ols_global",0.0667842718232829
"602",41,500,"Huber_global",0.0253674014664401
"603",41,500,"Huber_distr_dc",0.0608200452285341
"604",41,1000,"ols_global",0.0546465942601492
"605",41,1000,"Huber_global",0.023812066724835
"606",41,1000,"Huber_distr_dc",0.0245677537323342
"607",41,2500,"ols_global",0.0653181087482326
"608",41,2500,"Huber_global",0.0250795797204713
"609",41,2500,"Huber_distr_dc",0.0248504053325313
"610",41,5000,"ols_global",0.0503646083736987
"611",41,5000,"Huber_global",0.0223130103488622
"612",41,5000,"Huber_distr_dc",0.0224712095906915
"613",41,10000,"ols_global",0.0622029454300033
"614",41,10000,"Huber_global",0.02909777541576
"615",41,10000,"Huber_distr_dc",0.0290825687024603
"616",42,500,"ols_global",0.0519856967456082
"617",42,500,"Huber_global",0.0228830180743974
"618",42,500,"Huber_distr_dc",0.051069848452343
"619",42,1000,"ols_global",0.0634556861835907
"620",42,1000,"Huber_global",0.0240898682883166
"621",42,1000,"Huber_distr_dc",0.0294886681617655
"622",42,2500,"ols_global",0.0643813982969845
"623",42,2500,"Huber_global",0.0228154832656671
"624",42,2500,"Huber_distr_dc",0.022785833125078
"625",42,5000,"ols_global",0.0625659886610527
"626",42,5000,"Huber_global",0.0239993038723717
"627",42,5000,"Huber_distr_dc",0.0240049552021691
"628",42,10000,"ols_global",0.0606525765045855
"629",42,10000,"Huber_global",0.0222427380654117
"630",42,10000,"Huber_distr_dc",0.0223568282627937
"631",43,500,"ols_global",0.0588189927365928
"632",43,500,"Huber_global",0.021319891257186
"633",43,500,"Huber_distr_dc",0.0480999262708367
"634",43,1000,"ols_global",0.0625396935637883
"635",43,1000,"Huber_global",0.0262682162862668
"636",43,1000,"Huber_distr_dc",0.027807622788208
"637",43,2500,"ols_global",0.0631774468441215
"638",43,2500,"Huber_global",0.0228424328991075
"639",43,2500,"Huber_distr_dc",0.0226693655757595
"640",43,5000,"ols_global",0.0661660062710525
"641",43,5000,"Huber_global",0.0249383654782599
"642",43,5000,"Huber_distr_dc",0.024954227988485
"643",43,10000,"ols_global",0.0625887738251642
"644",43,10000,"Huber_global",0.0215069465840487
"645",43,10000,"Huber_distr_dc",0.021500477655937
"646",44,500,"ols_global",0.0559101585838025
"647",44,500,"Huber_global",0.0256051771105967
"648",44,500,"Huber_distr_dc",0.0400460676061674
"649",44,1000,"ols_global",0.0552828083796099
"650",44,1000,"Huber_global",0.0212333743408773
"651",44,1000,"Huber_distr_dc",0.0214214755693493
"652",44,2500,"ols_global",0.0612572679109775
"653",44,2500,"Huber_global",0.0253087933193291
"654",44,2500,"Huber_distr_dc",0.0253398637412504
"655",44,5000,"ols_global",0.0737344752332011
"656",44,5000,"Huber_global",0.0237889773253117
"657",44,5000,"Huber_distr_dc",0.0237578466270921
"658",44,10000,"ols_global",0.0527903091640489
"659",44,10000,"Huber_global",0.0263053048013369
"660",44,10000,"Huber_distr_dc",0.0262528240220233
"661",45,500,"ols_global",0.0637989031508864
"662",45,500,"Huber_global",0.0279593536115665
"663",45,500,"Huber_distr_dc",0.0631818421333763
"664",45,1000,"ols_global",0.0570796509006743
"665",45,1000,"Huber_global",0.0199385832615872
"666",45,1000,"Huber_distr_dc",0.0195582062174735
"667",45,2500,"ols_global",0.0578050026468694
"668",45,2500,"Huber_global",0.022449461960561
"669",45,2500,"Huber_distr_dc",0.0225601986844275
"670",45,5000,"ols_global",0.0589049308995183
"671",45,5000,"Huber_global",0.0208624333544288
"672",45,5000,"Huber_distr_dc",0.0209017405456718
"673",45,10000,"ols_global",0.0636569990485655
"674",45,10000,"Huber_global",0.0246555112184447
"675",45,10000,"Huber_distr_dc",0.0247777769603377
"676",46,500,"ols_global",0.058399060079863
"677",46,500,"Huber_global",0.0213322526761022
"678",46,500,"Huber_distr_dc",0.0336656107320078
"679",46,1000,"ols_global",0.0553690815194242
"680",46,1000,"Huber_global",0.0259204392552439
"681",46,1000,"Huber_distr_dc",0.0279998885723356
"682",46,2500,"ols_global",0.0557232722172775
"683",46,2500,"Huber_global",0.023262595218058
"684",46,2500,"Huber_distr_dc",0.0233383164679556
"685",46,5000,"ols_global",0.0536369054522683
"686",46,5000,"Huber_global",0.0244912750492976
"687",46,5000,"Huber_distr_dc",0.0246195638027195
"688",46,10000,"ols_global",0.0565807811379886
"689",46,10000,"Huber_global",0.0265597250803645
"690",46,10000,"Huber_distr_dc",0.026575653300776
"691",47,500,"ols_global",0.0580991138266221
"692",47,500,"Huber_global",0.022440978837185
"693",47,500,"Huber_distr_dc",0.0502348694416923
"694",47,1000,"ols_global",0.0661726983823701
"695",47,1000,"Huber_global",0.0211512218288177
"696",47,1000,"Huber_distr_dc",0.0278405182535831
"697",47,2500,"ols_global",0.0684452428247012
"698",47,2500,"Huber_global",0.0222927893664629
"699",47,2500,"Huber_distr_dc",0.0223842138194263
"700",47,5000,"ols_global",0.0540889460989346
"701",47,5000,"Huber_global",0.0211455922394829
"702",47,5000,"Huber_distr_dc",0.0212127478008751
"703",47,10000,"ols_global",0.0624260688016303
"704",47,10000,"Huber_global",0.0218617519293029
"705",47,10000,"Huber_distr_dc",0.0220777037352777
"706",48,500,"ols_global",0.0624284468959499
"707",48,500,"Huber_global",0.0237425349530255
"708",48,500,"Huber_distr_dc",0.0462962074631804
"709",48,1000,"ols_global",0.04933063262432
"710",48,1000,"Huber_global",0.0202122335536943
"711",48,1000,"Huber_distr_dc",0.020350007460521
"712",48,2500,"ols_global",0.0632039775622531
"713",48,2500,"Huber_global",0.0261342317755126
"714",48,2500,"Huber_distr_dc",0.0260963719690113
"715",48,5000,"ols_global",0.0487988036346841
"716",48,5000,"Huber_global",0.0271405392260457
"717",48,5000,"Huber_distr_dc",0.0270102792978202
"718",48,10000,"ols_global",0.0502680531565347
"719",48,10000,"Huber_global",0.0230719052023436
"720",48,10000,"Huber_distr_dc",0.0229892778662509
"721",49,500,"ols_global",0.070316159668218
"722",49,500,"Huber_global",0.0256370071057656
"723",49,500,"Huber_distr_dc",0.0579356353571449
"724",49,1000,"ols_global",0.0616385270112376
"725",49,1000,"Huber_global",0.0274763227245554
"726",49,1000,"Huber_distr_dc",0.0361850481302961
"727",49,2500,"ols_global",0.0577275345720246
"728",49,2500,"Huber_global",0.0270227062135588
"729",49,2500,"Huber_distr_dc",0.0268821488046807
"730",49,5000,"ols_global",0.0586802423231593
"731",49,5000,"Huber_global",0.0205124443406751
"732",49,5000,"Huber_distr_dc",0.0205173821688639
"733",49,10000,"ols_global",0.0525215267577075
"734",49,10000,"Huber_global",0.0209642936117582
"735",49,10000,"Huber_distr_dc",0.0209837424284025
"736",50,500,"ols_global",0.0703710495128695
"737",50,500,"Huber_global",0.0246985892495736
"738",50,500,"Huber_distr_dc",0.0403889121775007
"739",50,1000,"ols_global",0.0626254784989005
"740",50,1000,"Huber_global",0.026468930282767
"741",50,1000,"Huber_distr_dc",0.0320109861071835
"742",50,2500,"ols_global",0.0650796264354144
"743",50,2500,"Huber_global",0.02562338074817
"744",50,2500,"Huber_distr_dc",0.0258360753695688
"745",50,5000,"ols_global",0.066601681972135
"746",50,5000,"Huber_global",0.0242096718678396
"747",50,5000,"Huber_distr_dc",0.0243098888237237
"748",50,10000,"ols_global",0.0653518405712318
"749",50,10000,"Huber_global",0.0260581669644941
"750",50,10000,"Huber_distr_dc",0.0260882099733429
"751",51,500,"ols_global",0.0538467771178253
"752",51,500,"Huber_global",0.0217496427578515
"753",51,500,"Huber_distr_dc",0.0489537828840646
"754",51,1000,"ols_global",0.0658866662027221
"755",51,1000,"Huber_global",0.0255041535415553
"756",51,1000,"Huber_distr_dc",0.0295841222277877
"757",51,2500,"ols_global",0.0608727798866348
"758",51,2500,"Huber_global",0.0270022685031955
"759",51,2500,"Huber_distr_dc",0.0268644381595581
"760",51,5000,"ols_global",0.0506567805004132
"761",51,5000,"Huber_global",0.0250570139996804
"762",51,5000,"Huber_distr_dc",0.0250245006596485
"763",51,10000,"ols_global",0.0548387386758155
"764",51,10000,"Huber_global",0.0199249550330206
"765",51,10000,"Huber_distr_dc",0.0199271876571483
"766",52,500,"ols_global",0.0560326870322705
"767",52,500,"Huber_global",0.0247709654523892
"768",52,500,"Huber_distr_dc",0.0332541188399565
"769",52,1000,"ols_global",0.0633675344070601
"770",52,1000,"Huber_global",0.0266960458273228
"771",52,1000,"Huber_distr_dc",0.0319680714549825
"772",52,2500,"ols_global",0.0546250492216496
"773",52,2500,"Huber_global",0.0254698074445772
"774",52,2500,"Huber_distr_dc",0.0255821651041986
"775",52,5000,"ols_global",0.0598146729430539
"776",52,5000,"Huber_global",0.0203627353417008
"777",52,5000,"Huber_distr_dc",0.0202111023139506
"778",52,10000,"ols_global",0.0558950252678473
"779",52,10000,"Huber_global",0.0203212148168725
"780",52,10000,"Huber_distr_dc",0.0203734279210726
"781",53,500,"ols_global",0.0594426228497331
"782",53,500,"Huber_global",0.0225889088465245
"783",53,500,"Huber_distr_dc",0.0422828560045023
"784",53,1000,"ols_global",0.056362725682973
"785",53,1000,"Huber_global",0.0213050656034885
"786",53,1000,"Huber_distr_dc",0.025784066813605
"787",53,2500,"ols_global",0.0591308703712597
"788",53,2500,"Huber_global",0.0227099782123715
"789",53,2500,"Huber_distr_dc",0.0228789035921065
"790",53,5000,"ols_global",0.0568323483924202
"791",53,5000,"Huber_global",0.0230461285160219
"792",53,5000,"Huber_distr_dc",0.0229356327508852
"793",53,10000,"ols_global",0.0628038423948694
"794",53,10000,"Huber_global",0.0218502159478336
"795",53,10000,"Huber_distr_dc",0.0219089565440199
"796",54,500,"ols_global",0.0651403001630326
"797",54,500,"Huber_global",0.0293279468575684
"798",54,500,"Huber_distr_dc",0.0488122619728651
"799",54,1000,"ols_global",0.0648302578693642
"800",54,1000,"Huber_global",0.0259114932114352
"801",54,1000,"Huber_distr_dc",0.0265172421475665
"802",54,2500,"ols_global",0.0608775851977672
"803",54,2500,"Huber_global",0.0227254040570716
"804",54,2500,"Huber_distr_dc",0.0225994463678023
"805",54,5000,"ols_global",0.0578892417475185
"806",54,5000,"Huber_global",0.0218428321229173
"807",54,5000,"Huber_distr_dc",0.021895661049948
"808",54,10000,"ols_global",0.0536087968464861
"809",54,10000,"Huber_global",0.0218281997912231
"810",54,10000,"Huber_distr_dc",0.0218349207612504
"811",55,500,"ols_global",0.0590972053885994
"812",55,500,"Huber_global",0.0233260939709564
"813",55,500,"Huber_distr_dc",0.042166280454328
"814",55,1000,"ols_global",0.050595309125863
"815",55,1000,"Huber_global",0.0232798666019703
"816",55,1000,"Huber_distr_dc",0.0275688354625377
"817",55,2500,"ols_global",0.0630800413990634
"818",55,2500,"Huber_global",0.0222598377211878
"819",55,2500,"Huber_distr_dc",0.0224405698788137
"820",55,5000,"ols_global",0.0517839413666549
"821",55,5000,"Huber_global",0.0236877842116039
"822",55,5000,"Huber_distr_dc",0.0236438393557611
"823",55,10000,"ols_global",0.0567388221620079
"824",55,10000,"Huber_global",0.0239351606674791
"825",55,10000,"Huber_distr_dc",0.0240718871937474
"826",56,500,"ols_global",0.0613211498482345
"827",56,500,"Huber_global",0.0273861103321374
"828",56,500,"Huber_distr_dc",0.0515093385808867
"829",56,1000,"ols_global",0.0416815272093521
"830",56,1000,"Huber_global",0.0216153277394135
"831",56,1000,"Huber_distr_dc",0.0228339281916888
"832",56,2500,"ols_global",0.062389362987561
"833",56,2500,"Huber_global",0.0236743867057071
"834",56,2500,"Huber_distr_dc",0.0238806988223951
"835",56,5000,"ols_global",0.0585553859323366
"836",56,5000,"Huber_global",0.0236725219486978
"837",56,5000,"Huber_distr_dc",0.023804655427066
"838",56,10000,"ols_global",0.0605376324946426
"839",56,10000,"Huber_global",0.024375572945965
"840",56,10000,"Huber_distr_dc",0.0243691421055979
"841",57,500,"ols_global",0.0624086980836725
"842",57,500,"Huber_global",0.0253521569577724
"843",57,500,"Huber_distr_dc",0.052590017827802
"844",57,1000,"ols_global",0.0583291718935504
"845",57,1000,"Huber_global",0.0249565904340881
"846",57,1000,"Huber_distr_dc",0.0275962103654849
"847",57,2500,"ols_global",0.0579613376343391
"848",57,2500,"Huber_global",0.0236440052991793
"849",57,2500,"Huber_distr_dc",0.023751815756184
"850",57,5000,"ols_global",0.0553180844178529
"851",57,5000,"Huber_global",0.023915707735166
"852",57,5000,"Huber_distr_dc",0.0238998162694014
"853",57,10000,"ols_global",0.0597177932048756
"854",57,10000,"Huber_global",0.0182884080226816
"855",57,10000,"Huber_distr_dc",0.0182763272584317
"856",58,500,"ols_global",0.0571373956379388
"857",58,500,"Huber_global",0.0238808882815008
"858",58,500,"Huber_distr_dc",0.0685826294177009
"859",58,1000,"ols_global",0.0622938797902403
"860",58,1000,"Huber_global",0.0255616186895435
"861",58,1000,"Huber_distr_dc",0.0272623096647786
"862",58,2500,"ols_global",0.0645618520357427
"863",58,2500,"Huber_global",0.0218303351269546
"864",58,2500,"Huber_distr_dc",0.0216743524799748
"865",58,5000,"ols_global",0.0595687312969248
"866",58,5000,"Huber_global",0.0237358113170524
"867",58,5000,"Huber_distr_dc",0.0240322182274001
"868",58,10000,"ols_global",0.063763882128485
"869",58,10000,"Huber_global",0.0250535949611553
"870",58,10000,"Huber_distr_dc",0.0250055315908809
"871",59,500,"ols_global",0.0635078853823157
"872",59,500,"Huber_global",0.0253762012011402
"873",59,500,"Huber_distr_dc",0.0617984457041918
"874",59,1000,"ols_global",0.050315454466457
"875",59,1000,"Huber_global",0.0227695448807992
"876",59,1000,"Huber_distr_dc",0.0253626074383777
"877",59,2500,"ols_global",0.0578456581686471
"878",59,2500,"Huber_global",0.0195024921178579
"879",59,2500,"Huber_distr_dc",0.0194443048207895
"880",59,5000,"ols_global",0.0575030511421932
"881",59,5000,"Huber_global",0.0237645211836591
"882",59,5000,"Huber_distr_dc",0.0239686511735424
"883",59,10000,"ols_global",0.0596725528956811
"884",59,10000,"Huber_global",0.0172673323741637
"885",59,10000,"Huber_distr_dc",0.017265988077921
"886",60,500,"ols_global",0.0645570327703587
"887",60,500,"Huber_global",0.0278122498465979
"888",60,500,"Huber_distr_dc",0.051835810224252
"889",60,1000,"ols_global",0.0588205024049653
"890",60,1000,"Huber_global",0.0217280386598301
"891",60,1000,"Huber_distr_dc",0.0256715624602818
"892",60,2500,"ols_global",0.0558303535041819
"893",60,2500,"Huber_global",0.0176905547265629
"894",60,2500,"Huber_distr_dc",0.0177909722268584
"895",60,5000,"ols_global",0.0596599207537448
"896",60,5000,"Huber_global",0.0273041302392002
"897",60,5000,"Huber_distr_dc",0.0274579813922376
"898",60,10000,"ols_global",0.057614544954387
"899",60,10000,"Huber_global",0.0221013037625767
"900",60,10000,"Huber_distr_dc",0.0221611107177744
"901",61,500,"ols_global",0.0549575083036055
"902",61,500,"Huber_global",0.0253671904444558
"903",61,500,"Huber_distr_dc",0.0535873093012311
"904",61,1000,"ols_global",0.0579170377660717
"905",61,1000,"Huber_global",0.0257813090848376
"906",61,1000,"Huber_distr_dc",0.0360377501196581
"907",61,2500,"ols_global",0.0607199589918469
"908",61,2500,"Huber_global",0.0247707579285923
"909",61,2500,"Huber_distr_dc",0.0249679083083189
"910",61,5000,"ols_global",0.0702395406216122
"911",61,5000,"Huber_global",0.0251231827447904
"912",61,5000,"Huber_distr_dc",0.0253908392081828
"913",61,10000,"ols_global",0.0609967243208931
"914",61,10000,"Huber_global",0.0250488493690949
"915",61,10000,"Huber_distr_dc",0.0250686331023357
"916",62,500,"ols_global",0.0622888996602121
"917",62,500,"Huber_global",0.0275909682099105
"918",62,500,"Huber_distr_dc",0.0451289262239244
"919",62,1000,"ols_global",0.0666108692659824
"920",62,1000,"Huber_global",0.0258824683282861
"921",62,1000,"Huber_distr_dc",0.0285900313318147
"922",62,2500,"ols_global",0.056534826693093
"923",62,2500,"Huber_global",0.0245008514902297
"924",62,2500,"Huber_distr_dc",0.0247070661874418
"925",62,5000,"ols_global",0.0583377620941608
"926",62,5000,"Huber_global",0.0207499874899158
"927",62,5000,"Huber_distr_dc",0.0209026478553876
"928",62,10000,"ols_global",0.0609370921823321
"929",62,10000,"Huber_global",0.021801399384113
"930",62,10000,"Huber_distr_dc",0.0217630945048032
"931",63,500,"ols_global",0.0595298562184673
"932",63,500,"Huber_global",0.0253191269313512
"933",63,500,"Huber_distr_dc",0.0573416712895513
"934",63,1000,"ols_global",0.0593507260967992
"935",63,1000,"Huber_global",0.0256130399374037
"936",63,1000,"Huber_distr_dc",0.0277103515091191
"937",63,2500,"ols_global",0.0539278966474373
"938",63,2500,"Huber_global",0.0186437572639446
"939",63,2500,"Huber_distr_dc",0.0188339943999328
"940",63,5000,"ols_global",0.0532787345368048
"941",63,5000,"Huber_global",0.0262102684843314
"942",63,5000,"Huber_distr_dc",0.0262436099241962
"943",63,10000,"ols_global",0.0563820491956558
"944",63,10000,"Huber_global",0.0244692233485492
"945",63,10000,"Huber_distr_dc",0.024540176481413
"946",64,500,"ols_global",0.0501421519675586
"947",64,500,"Huber_global",0.0215080477515466
"948",64,500,"Huber_distr_dc",0.0523463103354875
"949",64,1000,"ols_global",0.0616798768557136
"950",64,1000,"Huber_global",0.0234343775722163
"951",64,1000,"Huber_distr_dc",0.0221035067642428
"952",64,2500,"ols_global",0.0674239324990212
"953",64,2500,"Huber_global",0.0215485711817613
"954",64,2500,"Huber_distr_dc",0.0214587716816062
"955",64,5000,"ols_global",0.0605746126854471
"956",64,5000,"Huber_global",0.022193297608428
"957",64,5000,"Huber_distr_dc",0.0221880127598831
"958",64,10000,"ols_global",0.0535967805817323
"959",64,10000,"Huber_global",0.0207945021805985
"960",64,10000,"Huber_distr_dc",0.0208024514562526
"961",65,500,"ols_global",0.0576342274096227
"962",65,500,"Huber_global",0.0252752816947636
"963",65,500,"Huber_distr_dc",0.0766975094269308
"964",65,1000,"ols_global",0.0621075885559763
"965",65,1000,"Huber_global",0.0253907061216097
"966",65,1000,"Huber_distr_dc",0.0254101068026435
"967",65,2500,"ols_global",0.0677948858940052
"968",65,2500,"Huber_global",0.026526703274455
"969",65,2500,"Huber_distr_dc",0.0265079199884954
"970",65,5000,"ols_global",0.0739678891679156
"971",65,5000,"Huber_global",0.0242717357308573
"972",65,5000,"Huber_distr_dc",0.0242941941260881
"973",65,10000,"ols_global",0.062846761468246
"974",65,10000,"Huber_global",0.0235555140412285
"975",65,10000,"Huber_distr_dc",0.0237327578048773
"976",66,500,"ols_global",0.052313428874144
"977",66,500,"Huber_global",0.0220217770310656
"978",66,500,"Huber_distr_dc",0.0499123784428762
"979",66,1000,"ols_global",0.051704378437869
"980",66,1000,"Huber_global",0.0226497256527815
"981",66,1000,"Huber_distr_dc",0.0272437501480357
"982",66,2500,"ols_global",0.0628630621301068
"983",66,2500,"Huber_global",0.0238992456314574
"984",66,2500,"Huber_distr_dc",0.0238751741598277
"985",66,5000,"ols_global",0.0571623417896324
"986",66,5000,"Huber_global",0.0274415528756405
"987",66,5000,"Huber_distr_dc",0.0271701691353433
"988",66,10000,"ols_global",0.0599279872036509
"989",66,10000,"Huber_global",0.0231215240870578
"990",66,10000,"Huber_distr_dc",0.0231403614852547
"991",67,500,"ols_global",0.0569175351850062
"992",67,500,"Huber_global",0.02267774746703
"993",67,500,"Huber_distr_dc",0.0481855276062426
"994",67,1000,"ols_global",0.0566008779431035
"995",67,1000,"Huber_global",0.0225389354874016
"996",67,1000,"Huber_distr_dc",0.0226484168373696
"997",67,2500,"ols_global",0.057724764108287
"998",67,2500,"Huber_global",0.0226743301336442
"999",67,2500,"Huber_distr_dc",0.0225097439985015
"1000",67,5000,"ols_global",0.0565786000140731
"1001",67,5000,"Huber_global",0.0213811744414772
"1002",67,5000,"Huber_distr_dc",0.0213564353700709
"1003",67,10000,"ols_global",0.0489118257481617
"1004",67,10000,"Huber_global",0.0227992717996207
"1005",67,10000,"Huber_distr_dc",0.0227968502841218
"1006",68,500,"ols_global",0.0636617807803075
"1007",68,500,"Huber_global",0.0206034266096267
"1008",68,500,"Huber_distr_dc",0.0425571380152872
